MultiTargForag_1	Participant_Code = 99
Search_Type = 2	CB_Targets = 1
Trial	Item_Position_Num	Item_X	ItemY	Item_Shape	Item_Set
1.000000	1.000000	196.589316	146.538746	1.000000	1.000000
1.000000	2.000000	290.543541	140.214818	2.000000	3.000000
1.000000	3.000000	407.131143	129.542375	2.000000	2.000000
1.000000	4.000000	509.060398	125.883206	1.000000	4.000000
1.000000	5.000000	592.911202	178.726000	2.000000	3.000000
1.000000	6.000000	707.972211	183.732935	1.000000	4.000000
1.000000	7.000000	767.352605	163.178550	2.000000	2.000000
1.000000	8.000000	865.739987	122.112924	1.000000	4.000000
1.000000	9.000000	968.232832	138.358576	1.000000	1.000000
1.000000	10.000000	1084.171589	136.043287	2.000000	2.000000
1.000000	11.000000	200.208181	247.789370	1.000000	1.000000
1.000000	12.000000	291.046194	221.959361	2.000000	2.000000
1.000000	13.000000	403.763655	225.233607	2.000000	2.000000
1.000000	14.000000	481.383108	264.622546	2.000000	2.000000
1.000000	15.000000	594.125632	223.711615	1.000000	4.000000
1.000000	16.000000	679.046026	240.817153	1.000000	4.000000
1.000000	17.000000	805.985584	240.755292	2.000000	2.000000
1.000000	18.000000	877.021577	247.242004	2.000000	3.000000
1.000000	19.000000	998.109014	277.403766	2.000000	2.000000
1.000000	20.000000	1079.850888	263.230193	2.000000	3.000000
1.000000	21.000000	178.151158	324.402536	2.000000	3.000000
1.000000	22.000000	281.339407	340.345339	1.000000	4.000000
1.000000	23.000000	374.451436	364.007390	2.000000	3.000000
1.000000	24.000000	473.820468	372.092806	2.000000	3.000000
1.000000	25.000000	602.018523	330.179886	1.000000	1.000000
1.000000	26.000000	681.066133	372.866682	2.000000	2.000000
1.000000	27.000000	797.640391	378.088334	2.000000	2.000000
1.000000	28.000000	878.129251	388.605707	2.000000	3.000000
1.000000	29.000000	999.748292	362.498974	1.000000	1.000000
1.000000	30.000000	1093.874305	333.880024	2.000000	3.000000
1.000000	31.000000	196.313666	471.263069	2.000000	2.000000
1.000000	32.000000	301.536542	492.802487	2.000000	3.000000
1.000000	33.000000	388.996115	460.032603	1.000000	4.000000
1.000000	34.000000	510.484940	484.362715	2.000000	2.000000
1.000000	35.000000	608.078212	450.945274	1.000000	1.000000
1.000000	36.000000	686.640417	436.991629	1.000000	4.000000
1.000000	37.000000	805.555965	483.145276	2.000000	2.000000
1.000000	38.000000	881.841387	433.168743	2.000000	2.000000
1.000000	39.000000	980.935160	441.340829	1.000000	4.000000
1.000000	40.000000	1085.076190	491.987198	2.000000	3.000000
1.000000	41.000000	181.729713	570.293347	1.000000	4.000000
1.000000	42.000000	298.162723	544.159919	1.000000	1.000000
1.000000	43.000000	374.751860	529.764899	1.000000	1.000000
1.000000	44.000000	474.278421	586.183285	2.000000	3.000000
1.000000	45.000000	594.042377	538.922443	2.000000	3.000000
1.000000	46.000000	670.098020	552.117502	1.000000	1.000000
1.000000	47.000000	802.820836	542.140194	1.000000	1.000000
1.000000	48.000000	883.169084	545.106366	1.000000	1.000000
1.000000	49.000000	998.848285	581.830546	2.000000	3.000000
1.000000	50.000000	1100.552880	545.710574	2.000000	3.000000
1.000000	51.000000	177.810764	669.018221	1.000000	4.000000
1.000000	52.000000	315.642151	674.197474	1.000000	4.000000
1.000000	53.000000	388.256284	661.179370	2.000000	2.000000
1.000000	54.000000	499.021850	636.953946	1.000000	1.000000
1.000000	55.000000	611.025990	687.566513	1.000000	1.000000
1.000000	56.000000	709.029503	639.891087	1.000000	1.000000
1.000000	57.000000	765.659054	695.074268	1.000000	1.000000
1.000000	58.000000	871.734133	650.674492	2.000000	3.000000
1.000000	59.000000	975.185428	661.572876	1.000000	1.000000
1.000000	60.000000	1072.048300	649.947430	1.000000	4.000000
1.000000	61.000000	192.566324	780.051894	2.000000	2.000000
1.000000	62.000000	311.496193	759.540958	2.000000	3.000000
1.000000	63.000000	387.333427	779.124388	1.000000	1.000000
1.000000	64.000000	476.253932	762.594839	2.000000	3.000000
1.000000	65.000000	584.653551	758.765315	1.000000	4.000000
1.000000	66.000000	685.241566	783.539359	2.000000	3.000000
1.000000	67.000000	767.581550	785.448542	1.000000	4.000000
1.000000	68.000000	886.845285	796.605521	2.000000	2.000000
1.000000	69.000000	991.813132	738.430442	1.000000	4.000000
1.000000	70.000000	1081.663978	765.442663	1.000000	1.000000
1.000000	71.000000	207.942543	851.587303	1.000000	4.000000
1.000000	72.000000	276.997152	878.269794	2.000000	3.000000
1.000000	73.000000	403.649151	868.006718	1.000000	1.000000
1.000000	74.000000	474.824734	857.073255	1.000000	4.000000
1.000000	75.000000	571.461813	864.651527	1.000000	1.000000
1.000000	76.000000	695.311627	877.109110	2.000000	2.000000
1.000000	77.000000	789.469276	845.877495	2.000000	2.000000
1.000000	78.000000	900.478329	851.827200	2.000000	2.000000
1.000000	79.000000	979.791092	842.548676	1.000000	4.000000
1.000000	80.000000	1069.333614	864.686331	1.000000	4.000000
2.000000	1.000000	211.008138	137.999814	1.000000	4.000000
2.000000	2.000000	285.592796	163.385264	2.000000	2.000000
2.000000	3.000000	388.193415	139.350200	1.000000	4.000000
2.000000	4.000000	481.328176	131.879131	2.000000	2.000000
2.000000	5.000000	599.054500	183.530337	1.000000	4.000000
2.000000	6.000000	679.301151	184.653087	1.000000	4.000000
2.000000	7.000000	774.362451	137.063550	1.000000	1.000000
2.000000	8.000000	891.540807	119.003112	2.000000	2.000000
2.000000	9.000000	973.084869	135.603035	2.000000	3.000000
2.000000	10.000000	1096.852182	141.638027	1.000000	1.000000
2.000000	11.000000	199.020031	282.933182	1.000000	1.000000
2.000000	12.000000	303.225996	272.368509	1.000000	1.000000
2.000000	13.000000	394.835030	228.171577	2.000000	2.000000
2.000000	14.000000	489.136336	232.703852	2.000000	2.000000
2.000000	15.000000	605.111806	224.018648	2.000000	2.000000
2.000000	16.000000	668.207761	285.066652	1.000000	1.000000
2.000000	17.000000	807.377150	265.529011	1.000000	1.000000
2.000000	18.000000	900.583023	241.370644	2.000000	2.000000
2.000000	19.000000	980.352451	254.838105	2.000000	3.000000
2.000000	20.000000	1092.222774	287.780361	1.000000	4.000000
2.000000	21.000000	192.089763	333.608446	1.000000	1.000000
2.000000	22.000000	310.411900	370.522814	1.000000	4.000000
2.000000	23.000000	388.473777	371.531498	1.000000	1.000000
2.000000	24.000000	488.383917	345.894459	1.000000	1.000000
2.000000	25.000000	598.731892	331.442074	2.000000	2.000000
2.000000	26.000000	693.514428	366.600483	1.000000	4.000000
2.000000	27.000000	783.270355	386.152668	2.000000	2.000000
2.000000	28.000000	902.411823	385.429286	2.000000	3.000000
2.000000	29.000000	967.755151	375.810377	2.000000	3.000000
2.000000	30.000000	1072.169808	374.150902	2.000000	2.000000
2.000000	31.000000	212.318560	490.460773	1.000000	4.000000
2.000000	32.000000	281.225164	443.103522	2.000000	2.000000
2.000000	33.000000	401.954209	451.536008	2.000000	2.000000
2.000000	34.000000	496.469050	448.835823	2.000000	3.000000
2.000000	35.000000	571.608768	473.595468	1.000000	4.000000
2.000000	36.000000	701.066633	485.117791	2.000000	3.000000
2.000000	37.000000	799.170317	439.932889	2.000000	3.000000
2.000000	38.000000	897.185872	473.202371	1.000000	4.000000
2.000000	39.000000	973.728131	466.690742	2.000000	2.000000
2.000000	40.000000	1066.061302	427.829253	1.000000	1.000000
2.000000	41.000000	186.089863	563.633937	1.000000	1.000000
2.000000	42.000000	276.111105	561.675491	2.000000	3.000000
2.000000	43.000000	383.151003	591.465623	1.000000	4.000000
2.000000	44.000000	498.590312	594.103360	2.000000	3.000000
2.000000	45.000000	608.697844	555.836994	2.000000	3.000000
2.000000	46.000000	707.410949	556.848089	2.000000	3.000000
2.000000	47.000000	800.125637	533.938637	1.000000	4.000000
2.000000	48.000000	890.313293	552.631175	1.000000	1.000000
2.000000	49.000000	974.183358	540.357089	2.000000	3.000000
2.000000	50.000000	1073.140835	578.558599	2.000000	2.000000
2.000000	51.000000	212.417090	677.924592	1.000000	1.000000
2.000000	52.000000	287.112441	633.738887	1.000000	4.000000
2.000000	53.000000	382.298075	699.735624	1.000000	1.000000
2.000000	54.000000	499.877112	644.720830	2.000000	2.000000
2.000000	55.000000	589.729239	639.596603	2.000000	3.000000
2.000000	56.000000	691.647132	700.226489	2.000000	2.000000
2.000000	57.000000	802.240100	692.986443	2.000000	3.000000
2.000000	58.000000	876.423045	639.524031	2.000000	2.000000
2.000000	59.000000	1002.243141	700.160615	1.000000	1.000000
2.000000	60.000000	1069.615546	644.867742	1.000000	4.000000
2.000000	61.000000	191.629027	766.275606	1.000000	4.000000
2.000000	62.000000	287.171877	764.506268	2.000000	2.000000
2.000000	63.000000	400.852700	787.919810	2.000000	3.000000
2.000000	64.000000	488.948527	768.975911	1.000000	1.000000
2.000000	65.000000	570.439429	796.944034	1.000000	1.000000
2.000000	66.000000	674.772399	739.737078	1.000000	4.000000
2.000000	67.000000	777.575579	802.402551	1.000000	4.000000
2.000000	68.000000	881.901085	776.486989	2.000000	3.000000
2.000000	69.000000	990.061573	780.004469	1.000000	4.000000
2.000000	70.000000	1095.830883	786.916686	1.000000	4.000000
2.000000	71.000000	184.544432	851.346620	2.000000	3.000000
2.000000	72.000000	278.281715	862.872075	2.000000	2.000000
2.000000	73.000000	414.356945	895.175085	2.000000	2.000000
2.000000	74.000000	473.925293	905.885571	2.000000	3.000000
2.000000	75.000000	576.017722	849.675431	2.000000	3.000000
